"","site","sampling_round","bee","sociality","plant","pollen_units","uID"
"14040","IAS",5,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",2,"MR22593"
"14041","IAS",5,"Bombus_impatiens","Eusocial","Solidago_juncea",1,"MR22593"
"14042","IAS",5,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",2,"MR22594"
"14043","IAS",5,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",1,"MR22595"
"14044","IAS",5,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",2,"MR22596"
"14045","IAS",5,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",1,"MR22597"
"14046","IAS",5,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",3,"MR22598"
"14047","Fox Hill",5,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",2,"MR22601"
"14048","Fox Hill",5,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",3,"MR22602"
"14049","Fox Hill",5,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",2,"MR22604"
"14050","Fox Hill",5,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR22605"
"14051","Fox Hill",5,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",2,"MR22606"
"14052","Fox Hill",5,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",2,"MR22607"
"14053","Fox Hill",5,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",3,"MR22609"
"14054","Fox Hill",5,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",3,"MR22610"
"14055","Fox Hill",5,"Halictus_ligatus","Eusocial","Erigeron_strigosus",1,"MR22612"
"14056","Fox Hill",5,"Halictus_ligatus","Eusocial","Ratibida_pinnata",1,"MR22612"
"14057","Fox Hill",5,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR22612"
"14058","Fox Hill",5,"Lasioglossum_admirandum","Eusocial","Centuarea_stoebe",1,"MR22613"
"14059","Fox Hill",5,"Ceratina_calcarata","fac_social","Centuarea_stoebe",1,"MR22614"
"14060","Fox Hill",5,"Ceratina_calcarata","fac_social","Cichorium_intybus",1,"MR22614"
"14061","Fox Hill",5,"Ceratina_calcarata","fac_social","Cichorium_intybus",1,"MR22615"
"14062","Fox Hill",5,"Halictus_ligatus","Eusocial","Cirsium_vulgare",1,"MR22616"
"14063","Fox Hill",5,"Augochlorella_persimilis","Eusocial","Erigeron_strigosus",1,"MR22618"
"14064","Fox Hill",5,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",5,"MR22619"
"14065","Fox Hill",5,"Ceratina_calcarata","fac_social","Cirsium_vulgare",1,"MR22620"
"14066","Fox Hill",5,"Ceratina_calcarata","fac_social","Lobelia_inflata",1,"MR22620"
"14067","Fox Hill",5,"Halictus_ligatus","Eusocial","Erigeron_strigosus",1,"MR22621"
"14068","Fox Hill",5,"Lasioglossum_admirandum","Eusocial","Cirsium_vulgare",3,"MR22622"
"14069","Fox Hill",5,"Lasioglossum_admirandum","Eusocial","Daucus_carota",2,"MR22622"
"14070","Fox Hill",5,"Lasioglossum_versatum","Eusocial","Daucus_carota",1,"MR22623"
"14071","Fox Hill",5,"Ceratina_calcarata","fac_social","Cichorium_intybus",2,"MR22624"
"14072","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22625"
"14073","Cold Soil",5,"Bombus_impatiens","Eusocial","Senna_hebecarpa",1,"MR22625"
"14074","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22626"
"14075","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata",1,"MR22627"
"14076","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22627"
"14077","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22627"
"14078","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata",1,"MR22628"
"14079","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata",1,"MR22629"
"14080","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22629"
"14081","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22629"
"14082","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_juncea",1,"MR22629"
"14083","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22630"
"14084","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22631"
"14085","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22632"
"14086","Cold Soil",5,"Halictus_ligatus","Eusocial","Lythrum_salicaria",2,"MR22633"
"14087","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_canadensis",1,"MR22633"
"14088","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_gigantea",1,"MR22633"
"14089","Cold Soil",5,"Halictus_ligatus","Eusocial","Euthamia_graminifolia",1,"MR22634"
"14090","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_canadensis",1,"MR22634"
"14091","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR22634"
"14092","Cold Soil",5,"Halictus_ligatus","Eusocial","Vernonia_noveboracensis",1,"MR22634"
"14093","Cold Soil",5,"Halictus_ligatus","Eusocial","Cirsium_discolor",1,"MR22635"
"14094","Cold Soil",5,"Halictus_ligatus","Eusocial","Euthamia_graminifolia",1,"MR22635"
"14095","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR22636"
"14096","Cold Soil",5,"Halictus_ligatus","Eusocial","Vernonia_noveboracensis",1,"MR22636"
"14097","Cold Soil",5,"Anthidium_manicatum","Solitary","Prunella_vulgaris",2,"MR22640"
"14098","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata",1,"MR22641"
"14099","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22641"
"14100","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22641"
"14101","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22643"
"14102","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",2,"MR22644"
"14103","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22645"
"14104","Cold Soil",5,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",1,"MR22645"
"14105","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata",1,"MR22646"
"14106","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22646"
"14107","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22646"
"14108","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22647"
"14109","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",2,"MR22647"
"14110","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22648"
"14111","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22649"
"14112","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22649"
"14113","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata",1,"MR22650"
"14114","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22650"
"14115","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",3,"MR22650"
"14116","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",2,"MR22650"
"14117","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22651"
"14118","Cold Soil",5,"Xylocopa_virginica","fac_social","Solidago_gigantea",2,"MR22652"
"14119","Cold Soil",5,"Xylocopa_virginica","fac_social","Lythrum_salicaria",3,"MR22653"
"14120","Cold Soil",5,"Xylocopa_virginica","fac_social","Lythrum_salicaria",1,"MR22655"
"14121","Cold Soil",5,"Xylocopa_virginica","fac_social","Lythrum_salicaria",2,"MR22658"
"14122","Cold Soil",5,"Xylocopa_virginica","fac_social","Solidago_gigantea",1,"MR22658"
"14123","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_canadensis",1,"MR22661"
"14124","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_gigantea",1,"MR22662"
"14125","Cold Soil",5,"Halictus_ligatus","Eusocial","Vernonia_noveboracensis",3,"MR22662"
"14126","Cold Soil",5,"Ceratina_dupla","fac_social","Lythrum_salicaria",1,"MR22663"
"14127","Cold Soil",5,"Ceratina_strenua","fac_social","Heliopsis_helianthoides",1,"MR22664"
"14128","Cold Soil",5,"Ceratina_strenua","fac_social","Lythrum_salicaria",2,"MR22664"
"14129","Cold Soil",5,"Ceratina_strenua","fac_social","Vernonia_noveboracensis",1,"MR22664"
"14130","Cold Soil",5,"Ceratina_calcarata","fac_social","Lythrum_salicaria",1,"MR22665"
"14131","Cold Soil",5,"Ceratina_calcarata","fac_social","Solidago_gigantea",1,"MR22665"
"14132","Cold Soil",5,"Ceratina_dupla","fac_social","Lythrum_salicaria",2,"MR22666"
"14133","Cold Soil",5,"Melissodes_denticulatus","Solitary","Vernonia_noveboracensis",2,"MR22674"
"14134","Cold Soil",5,"Megachile_montivaga","Solitary","Vernonia_noveboracensis",3,"MR22675"
"14135","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR22676"
"14136","Cold Soil",5,"Halictus_ligatus","Eusocial","Vernonia_noveboracensis",1,"MR22677"
"14137","Cold Soil",5,"Halictus_ligatus","Eusocial","Lythrum_salicaria",1,"MR22678"
"14138","Cold Soil",5,"Halictus_ligatus","Eusocial","Persicaria_setacea",1,"MR22678"
"14139","Cold Soil",5,"Halictus_ligatus","Eusocial","Daucus_carota",1,"MR22679"
"14140","Cold Soil",5,"Halictus_ligatus","Eusocial","Lythrum_salicaria",1,"MR22679"
"14141","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_altissima",1,"MR22679"
"14142","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_canadensis",1,"MR22679"
"14143","Cold Soil",5,"Megachile_mendica","Solitary","Chamaecrista_fasciculata",1,"MR22680"
"14144","Cold Soil",5,"Megachile_mendica","Solitary","Lythrum_salicaria",1,"MR22680"
"14145","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22681"
"14146","Cold Soil",5,"Bombus_impatiens","Eusocial","Euthamia_graminifolia",1,"MR22681"
"14147","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",4,"MR22681"
"14148","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata",1,"MR22682"
"14149","Cold Soil",5,"Bombus_impatiens","Eusocial","Euthamia_graminifolia",1,"MR22682"
"14150","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22682"
"14151","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22682"
"14152","Cold Soil",5,"Megachile_mendica","Solitary","Desmodium_paniculatum",1,"MR22684"
"14153","Cold Soil",5,"Megachile_mendica","Solitary","Lythrum_salicaria",2,"MR22684"
"14154","Cold Soil",5,"Lasioglossum_hitchensi_weemsi","Eusocial","Chamaecrista_fasciculata",1,"MR22685"
"14155","Cold Soil",5,"Lasioglossum_hitchensi_weemsi","Eusocial","Lythrum_salicaria",1,"MR22685"
"14156","Cold Soil",5,"Halictus_ligatus","Eusocial","Vernonia_noveboracensis",1,"MR22686"
"14157","Cold Soil",5,"Halictus_ligatus","Eusocial","Euthamia_graminifolia",1,"MR22687"
"14158","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_gigantea",2,"MR22687"
"14159","Cold Soil",5,"Halictus_ligatus","Eusocial","Euthamia_graminifolia",2,"MR22688"
"14160","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_gigantea",1,"MR22688"
"14161","Cold Soil",5,"Halictus_ligatus","Eusocial","Vernonia_noveboracensis",1,"MR22688"
"14162","Cold Soil",5,"Augochlora_pura","Solitary","Chamaecrista_fasciculata_nectary",3,"MR22689"
"14163","Cold Soil",5,"Augochlora_pura","Solitary","Chamaecrista_fasciculata_nectary",2,"MR22690"
"14164","Cold Soil",5,"Lasioglossum_imitatum","Eusocial","Conyza_canadensis",1,"MR22691"
"14165","Cold Soil",5,"Lasioglossum_imitatum","Eusocial","Daucus_carota",3,"MR22691"
"14166","Cold Soil",5,"Lasioglossum_tegulare","Eusocial","Chamaecrista_fasciculata_nectary",2,"MR22692"
"14167","Cold Soil",5,"Augochlora_pura","Solitary","Chamaecrista_fasciculata",1,"MR22693"
"14168","Cold Soil",5,"Augochlora_pura","Solitary","Plantago_lanceolata",1,"MR22693"
"14169","Cold Soil",5,"Halictus_confusus","fac_social","Daucus_carota",3,"MR22694"
"14170","Cold Soil",5,"Hylaeus_mesillae","Solitary","Solidago_gigantea",1,"MR22695"
"14171","Cold Soil",5,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",2,"MR22696"
"14172","Cold Soil",5,"Hylaeus_affinis_modestus","Solitary","Euthamia_graminifolia",1,"MR22696"
"14173","Cold Soil",5,"Halictus_ligatus","Eusocial","Euthamia_graminifolia",1,"MR22698"
"14174","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_canadensis",1,"MR22698"
"14175","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_gigantea",2,"MR22698"
"14176","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR22698"
"14177","Cold Soil",5,"Halictus_ligatus","Eusocial","Vernonia_noveboracensis",2,"MR22698"
"14178","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22700"
"14179","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",2,"MR22700"
"14180","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22701"
"14181","Cold Soil",5,"Bombus_impatiens","Eusocial","Euthamia_graminifolia",1,"MR22701"
"14182","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22701"
"14183","Cold Soil",5,"Megachile_montivaga","Solitary","Vernonia_noveboracensis",1,"MR22702"
"14184","Cold Soil",5,"Megachile_sculpturalis","Solitary","Lythrum_salicaria",1,"MR22703"
"14185","Cold Soil",5,"Xylocopa_virginica","fac_social","Lythrum_salicaria",1,"MR22704"
"14186","Cold Soil",5,"Melissodes_bimaculatus","Solitary","Lythrum_salicaria",2,"MR22705"
"14187","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22706"
"14188","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",4,"MR22707"
"14189","Cold Soil",5,"Lasioglossum_versatum","Eusocial","Chamaecrista_fasciculata",2,"MR22708"
"14190","Cold Soil",5,"Lasioglossum_versatum","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22708"
"14191","Cold Soil",5,"Melissodes_bimaculatus","Solitary","Lythrum_salicaria",1,"MR22709"
"14192","Cold Soil",5,"Bombus_impatiens","Eusocial","Bidens_trichosperma",1,"MR22710"
"14193","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22710"
"14194","Cold Soil",5,"Megachile_mendica","Solitary","Chamaecrista_fasciculata",1,"MR22711"
"14195","Cold Soil",5,"Megachile_mendica","Solitary","Desmodium_paniculatum",2,"MR22711"
"14196","Cold Soil",5,"Melissodes_denticulatus","Solitary","Vernonia_noveboracensis",1,"MR22713"
"14197","Cold Soil",5,"Megachile_montivaga","Solitary","Lythrum_salicaria",1,"MR22714"
"14198","Cold Soil",5,"Megachile_montivaga","Solitary","Vernonia_noveboracensis",2,"MR22714"
"14199","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_canadensis",1,"MR22719"
"14200","Cold Soil",5,"Ceratina_strenua","fac_social","Euthamia_graminifolia",1,"MR22720"
"14201","Cold Soil",5,"Ceratina_strenua","fac_social","Vernonia_noveboracensis",1,"MR22720"
"14202","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22721"
"14203","Cold Soil",5,"Bombus_impatiens","Eusocial","Euthamia_graminifolia",1,"MR22721"
"14204","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22722"
"14205","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",3,"MR22722"
"14206","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22723"
"14207","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22724"
"14208","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22725"
"14209","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22725"
"14210","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22725"
"14211","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22726"
"14212","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22726"
"14213","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22726"
"14214","Cold Soil",5,"Ceratina_mikmaqi","fac_social","Lythrum_salicaria",2,"MR22730"
"14215","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata",1,"MR22731"
"14216","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22731"
"14217","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22732"
"14218","Cold Soil",5,"Augochlora_pura","Solitary","Chamaecrista_fasciculata_nectary",1,"MR22733"
"14219","Cold Soil",5,"Augochlora_pura","Solitary","Daucus_carota",1,"MR22733"
"14220","Cold Soil",5,"Lasioglossum_versatum","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22735"
"14221","Cold Soil",5,"Lasioglossum_versatum","Eusocial","Chamaecrista_fasciculata",3,"MR22736"
"14222","Cold Soil",5,"Lasioglossum_versatum","Eusocial","Heliopsis_helianthoides",1,"MR22736"
"14223","Cold Soil",5,"Bombus_impatiens","Eusocial","Euthamia_graminifolia",1,"MR22738"
"14224","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22738"
"14225","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22738"
"14226","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22739"
"14227","Cold Soil",5,"Bombus_impatiens","Eusocial","Euthamia_graminifolia",1,"MR22740"
"14228","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22740"
"14229","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22741"
"14230","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",2,"MR22741"
"14231","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22742"
"14232","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22742"
"14233","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata",1,"MR22743"
"14234","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22743"
"14235","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22744"
"14236","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22744"
"14237","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22745"
"14238","Cold Soil",5,"Bombus_impatiens","Eusocial","Euthamia_graminifolia",1,"MR22746"
"14239","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",2,"MR22746"
"14240","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata",1,"MR22747"
"14241","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22747"
"14242","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_gigantea",1,"MR22749"
"14243","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR22749"
"14244","Cold Soil",5,"Halictus_ligatus","Eusocial","Cirsium_discolor",1,"MR22750"
"14245","Cold Soil",5,"Halictus_ligatus","Eusocial","Daucus_carota",1,"MR22750"
"14246","Cold Soil",5,"Halictus_ligatus","Eusocial","Euthamia_graminifolia",1,"MR22750"
"14247","Cold Soil",5,"Halictus_ligatus","Eusocial","Persicaria_setacea",1,"MR22750"
"14248","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_canadensis",1,"MR22750"
"14249","Cold Soil",5,"Halictus_ligatus","Eusocial","Vernonia_noveboracensis",2,"MR22750"
"14250","Cold Soil",5,"Ceratina_strenua","fac_social","Euthamia_graminifolia",1,"MR22751"
"14251","Cold Soil",5,"Halictus_ligatus","Eusocial","Lythrum_salicaria",1,"MR22752"
"14252","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_altissima",1,"MR22752"
"14253","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_gigantea",1,"MR22752"
"14254","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata",1,"MR22753"
"14255","Cold Soil",5,"Bombus_impatiens","Eusocial","Senna_hebecarpa",1,"MR22753"
"14256","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22753"
"14257","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata",1,"MR22754"
"14258","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22754"
"14259","Cold Soil",5,"Bombus_impatiens","Eusocial","Chamaecrista_fasciculata",1,"MR22755"
"14260","Cold Soil",5,"Bombus_impatiens","Eusocial","Echinacea_purpurea",1,"MR22755"
"14261","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22756"
"14262","Cold Soil",5,"Megachile_exilis","Solitary","Lythrum_salicaria",1,"MR22757"
"14263","Cold Soil",5,"Lasioglossum_hitchensi_weemsi","Eusocial","Lythrum_salicaria",1,"MR22758"
"14264","Cold Soil",5,"Lasioglossum_hitchensi_weemsi","Eusocial","Sorghastrum_nutans",2,"MR22758"
"14265","Cold Soil",5,"Ceratina_calcarata","fac_social","Lythrum_salicaria",1,"MR22759"
"14266","Cold Soil",5,"Ceratina_mikmaqi","fac_social","Euthamia_graminifolia",1,"MR22760"
"14267","Cold Soil",5,"Ceratina_mikmaqi","fac_social","Lythrum_salicaria",1,"MR22760"
"14268","Cold Soil",5,"Ceratina_calcarata","fac_social","Heliopsis_helianthoides",1,"MR22761"
"14269","Cold Soil",5,"Ceratina_strenua","fac_social","Lythrum_salicaria",2,"MR22762"
"14270","Cold Soil",5,"Ceratina_calcarata","fac_social","Lythrum_salicaria",2,"MR22763"
"14271","Cold Soil",5,"Ceratina_calcarata","fac_social","Vernonia_noveboracensis",1,"MR22763"
"14272","Cold Soil",5,"Ceratina_mikmaqi","fac_social","Heliopsis_helianthoides",1,"MR22764"
"14273","Cold Soil",5,"Ceratina_mikmaqi","fac_social","Lythrum_salicaria",2,"MR22764"
"14274","Cold Soil",5,"Ceratina_dupla","fac_social","Lythrum_salicaria",1,"MR22765"
"14275","Cold Soil",5,"Augochlora_pura","Solitary","Persicaria_setacea",1,"MR22766"
"14276","Cold Soil",5,"Bombus_impatiens","Eusocial","Lythrum_salicaria",1,"MR22767"
"14277","Cold Soil",5,"Bombus_impatiens","Eusocial","Solidago_gigantea",1,"MR22767"
"14278","Cold Soil",5,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",1,"MR22768"
"14279","Cold Soil",5,"Halictus_ligatus","Eusocial","Chamaecrista_fasciculata_nectary",1,"MR22769"
"14280","Cold Soil",5,"Halictus_ligatus","Eusocial","Euthamia_graminifolia",1,"MR22769"
"14281","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_gigantea",2,"MR22769"
"14282","Cold Soil",5,"Halictus_ligatus","Eusocial","Lythrum_salicaria",1,"MR22770"
"14283","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_gigantea",2,"MR22771"
"14284","Cold Soil",5,"Halictus_ligatus","Eusocial","Vernonia_noveboracensis",1,"MR22771"
"14285","Cold Soil",5,"Halictus_ligatus","Eusocial","Euthamia_graminifolia",1,"MR22772"
"14286","Cold Soil",5,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR22772"
"14287","Cold Soil",5,"Halictus_ligatus","Eusocial","Cirsium_discolor",1,"MR22774"
"14288","Cold Soil",5,"Halictus_ligatus","Eusocial","Vernonia_noveboracensis",1,"MR22774"
"14289","Cold Soil",5,"Ceratina_strenua","fac_social","Lythrum_salicaria",1,"MR22775"
"14290","Cold Soil",5,"Ceratina_strenua","fac_social","Solidago_juncea",1,"MR22775"
"14291","Cold Soil",5,"Ceratina_strenua","fac_social","Verbena_hastata",1,"MR22775"
"14292","Cold Soil",5,"Ceratina_strenua","fac_social","Vernonia_noveboracensis",1,"MR22775"
"14293","IAS",5,"Lasioglossum_callidum","Eusocial","Daucus_carota",1,"MR22778"
"14294","IAS",5,"Lasioglossum_callidum","Eusocial","Daucus_carota",2,"MR22779"
"14295","IAS",5,"Lasioglossum_versatum","Eusocial","Daucus_carota",1,"MR22780"
"14296","IAS",5,"Lasioglossum_oceanicum","Eusocial","Chamaecrista_fasciculata",1,"MR22783"
"14297","IAS",5,"Lasioglossum_oceanicum","Eusocial","Daucus_carota",1,"MR22783"
"14298","IAS",5,"Lasioglossum_callidum","Eusocial","Daucus_carota",2,"MR22784"
"14299","IAS",5,"Lasioglossum_callidum","Eusocial","Pycnanthemum_tenuifolium",1,"MR22784"
"14300","IAS",5,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",1,"MR22785"
"14301","IAS",5,"Bombus_impatiens","Eusocial","Hypericum_perforatum",1,"MR22786"
"14302","IAS",5,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",2,"MR22787"
"14303","IAS",5,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",2,"MR22788"
"14304","IAS",5,"Lasioglossum_imitatum","Eusocial","Daucus_carota",1,"MR22789"
"14305","IAS",5,"Sphecodes_heraclei","Solitary","Daucus_carota",2,"MR22792"
"14306","IAS",5,"Ceratina_calcarata","fac_social","Pycnanthemum_tenuifolium",1,"MR22794"
"14307","IAS",5,"Ceratina_calcarata","fac_social","Rudbeckia_hirta",1,"MR22794"
"14308","IAS",5,"Ceratina_calcarata","fac_social","Solidago_juncea",1,"MR22794"
"14309","IAS",5,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR22799"
"14310","IAS",5,"Halictus_ligatus","Eusocial","Solidago_juncea",2,"MR22800"
"14311","IAS",5,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR22801"
"14312","IAS",5,"Halictus_ligatus","Eusocial","Daucus_carota",1,"MR22802"
"14313","IAS",5,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR22802"
"14314","IAS",5,"Halictus_ligatus","Eusocial","Liatris_spicata",1,"MR22803"
